rank	gene	description	n	cos	n_cos	N_cos	cos_ev	p	q
4026	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	5	1	0	293	0	1	1
4027	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	1	1	0	293	0	1	1
4028	TBCCD1	TBCC domain containing 1	1	1	0	293	0	1	1
4029	TBCK	TBC1 domain containing kinase	1	3	0	879	0	1	1
4030	TBK1	TANK-binding kinase 1	0	2	0	586	0	1	1
4031	TBX1	T-box 1	0	1	0	293	0	1	1
4032	TBX18	T-box 18	1	1	0	293	0	1	1
4033	TBX20	T-box 20	0	1	0	293	0	1	1
4034	TBX22	T-box 22	1	5	0	1465	0	1	1
4035	TBX4	T-box 4	2	1	0	293	0	1	1
4036	TBXAS1	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	1	1	0	293	0	1	1
4037	TCEAL5	transcription elongation factor A (SII)-like 5	0	1	0	293	0	1	1
4038	TCEB3B	transcription elongation factor B polypeptide 3B (elongin A2)	0	1	0	293	0	1	1
4039	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	3	5	0	1465	0	1	1
4040	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	1	1	0	293	0	1	1
4041	TCF7L1	transcription factor 7-like 1 (T-cell specific, HMG-box)	0	2	0	586	0	1	1
4042	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	1	3	0	879	0	1	1
4043	TCOF1	Treacher Collins-Franceschetti syndrome 1	3	1	0	293	0	1	1
4044	TCP1	t-complex 1	0	1	0	293	0	1	1
4045	TDRD5	tudor domain containing 5	4	1	0	293	0	1	1
4046	TDRD9	tudor domain containing 9	3	1	0	293	0	1	1
4047	TEAD2	TEA domain family member 2	1	2	0	586	0	1	1
4048	TEC	tec protein tyrosine kinase	3	4	0	1172	0	1	1
4049	TECPR2	tectonin beta-propeller repeat containing 2	1	1	0	293	0	1	1
4050	TECTA	tectorin alpha	0	5	0	1465	0	1	1
4051	TEK	TEK tyrosine kinase, endothelial (venous malformations, multiple cutaneous and mucosal)	2	8	0	2344	0	1	1
4052	TEKT4	tektin 4	1	1	0	293	0	1	1
4053	TEPP	testis, prostate and placenta expressed	0	1	0	293	0	1	1
4054	TERF1	telomeric repeat binding factor (NIMA-interacting) 1	0	1	0	293	0	1	1
4055	TERF2IP	telomeric repeat binding factor 2, interacting protein	0	1	0	293	0	1	1
4056	TERT	telomerase reverse transcriptase	3	8	0	2344	0	1	1
4057	TESK1	testis-specific kinase 1	0	1	0	293	0	1	1
4058	TESK2	testis-specific kinase 2	0	1	0	293	0	1	1
4059	TET2	tet oncogene family member 2	2	149	0	43657	0	1	1
4060	TEX11	testis expressed 11	2	1	0	293	0	1	1
4061	TEX14	testis expressed 14	1	6	0	1758	0	1	1
4062	TFAP2C	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	1	1	0	293	0	1	1
4063	TFAP2D	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)	1	1	0	293	0	1	1
4064	TFDP1	transcription factor Dp-1	0	4	0	1172	0	1	1
4065	TFDP2	transcription factor Dp-2 (E2F dimerization partner 2)	3	1	0	293	0	1	1
4066	TFE3	transcription factor binding to IGHM enhancer 3	1	1	0	293	0	1	1
4067	TFEC	transcription factor EC	1	1	0	293	0	1	1
4068	TFG	TRK-fused gene	0	1	0	293	0	1	1
4069	TGFBR1	transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)	0	8	0	2344	0	1	1
4070	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	1	12	0	3516	0	1	1
4071	TGFBRAP1	transforming growth factor, beta receptor associated protein 1	2	1	0	293	0	1	1
4072	TGM1	transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)	0	9	0	2637	0	1	1
4073	TGM2	transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase)	0	1	0	293	0	1	1
4074	TGM5	transglutaminase 5	5	1	0	293	0	1	1
4075	TGS1	trimethylguanosine synthase homolog (S. cerevisiae)	0	2	0	586	0	1	1
4076	THAP9	THAP domain containing 9	3	1	0	293	0	1	1
4077	THBS1	thrombospondin 1	5	3	0	879	0	1	1
4078	THBS3	thrombospondin 3	3	1	0	293	0	1	1
4079	THOC5	THO complex 5	0	2	0	586	0	1	1
4080	THOC6	THO complex 6 homolog (Drosophila)	0	1	0	293	0	1	1
4081	THOC7	THO complex 7 homolog (Drosophila)	0	1	0	293	0	1	1
4082	THRB	thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian)	0	1	0	293	0	1	1
4083	TIAM1	T-cell lymphoma invasion and metastasis 1	2	3	0	879	0	1	1
4084	TICAM1	toll-like receptor adaptor molecule 1	3	1	0	293	0	1	1
4085	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	2	1	0	293	0	1	1
4086	TIMELESS	timeless homolog (Drosophila)	1	2	0	586	0	1	1
4087	TIMP2	TIMP metallopeptidase inhibitor 2	0	1	0	293	0	1	1
4088	TIMP3	TIMP metallopeptidase inhibitor 3 (Sorsby fundus dystrophy, pseudoinflammatory)	0	1	0	293	0	1	1
4089	TJP3	tight junction protein 3 (zona occludens 3)	1	1	0	293	0	1	1
4090	TLK1	tousled-like kinase 1	2	1	0	293	0	1	1
4091	TLL1	tolloid-like 1	3	2	0	586	0	1	1
4092	TLN1	talin 1	5	1	0	293	0	1	1
4093	TLR8	toll-like receptor 8	3	1	0	293	0	1	1
4094	TLR9	toll-like receptor 9	0	3	0	879	0	1	1
4095	TLX3	T-cell leukemia homeobox 3	0	1	0	293	0	1	1
4096	TM7SF4	transmembrane 7 superfamily member 4	3	1	0	293	0	1	1
4097	TM9SF4	transmembrane 9 superfamily protein member 4	1	1	0	293	0	1	1
4098	TMBIM4	transmembrane BAX inhibitor motif containing 4	0	1	0	293	0	1	1
4099	TMCO5A	transmembrane and coiled-coil domains 5A	1	1	0	293	0	1	1
4100	TMED1	transmembrane emp24 protein transport domain containing 1	0	1	0	293	0	1	1
4101	TMEM110	transmembrane protein 110	1	1	0	293	0	1	1
4102	TMEM125	transmembrane protein 125	0	1	0	293	0	1	1
4103	TMEM130	transmembrane protein 130	1	1	0	293	0	1	1
4104	TMEM140	transmembrane protein 140	1	1	0	293	0	1	1
4105	TMEM146	transmembrane protein 146	0	1	0	293	0	1	1
4106	TMEM151A	transmembrane protein 151A	0	1	0	293	0	1	1
4107	TMEM161A	transmembrane protein 161A	0	2	0	586	0	1	1
4108	TMEM164	transmembrane protein 164	0	3	0	879	0	1	1
4109	TMEM168	transmembrane protein 168	0	1	0	293	0	1	1
4110	TMEM202	transmembrane protein 202	0	1	0	293	0	1	1
4111	TMEM206	transmembrane protein 206	2	1	0	293	0	1	1
4112	TMEM229B	transmembrane protein 229B	0	1	0	293	0	1	1
4113	TMEM38A	transmembrane protein 38A	0	1	0	293	0	1	1
4114	TMEM39A	transmembrane protein 39A	0	1	0	293	0	1	1
4115	TMEM47	transmembrane protein 47	0	1	0	293	0	1	1
4116	TMEM50B	transmembrane protein 50B	1	1	0	293	0	1	1
4117	TMEM63B	transmembrane protein 63B	2	1	0	293	0	1	1
4118	TMEM74	transmembrane protein 74	0	1	0	293	0	1	1
4119	TMEM82	transmembrane protein 82	0	1	0	293	0	1	1
4120	TMEM8A	transmembrane protein 8A	1	1	0	293	0	1	1
4121	TMEM90B		0	1	0	293	0	1	1
4122	TMPRSS3	transmembrane protease, serine 3	0	1	0	293	0	1	1
4123	TMPRSS4	transmembrane protease, serine 4	0	1	0	293	0	1	1
4124	TMPRSS6	transmembrane protease, serine 6	4	4	0	1172	0	1	1
4125	TMSB15B	thymosin beta 15B	0	1	0	293	0	1	1
4126	TMTC4	transmembrane and tetratricopeptide repeat containing 4	1	1	0	293	0	1	1
4127	TMUB2	transmembrane and ubiquitin-like domain containing 2	1	1	0	293	0	1	1
4128	TNC	tenascin C (hexabrachion)	3	4	0	1172	0	1	1
4129	TNFAIP3	tumor necrosis factor, alpha-induced protein 3	0	138	0	40434	0	1	1
4130	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	0	3	0	879	0	1	1
4131	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	0	1	0	293	0	1	1
4132	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	0	1	0	293	0	1	1
4133	TNFRSF14	tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)	1	1	0	293	0	1	1
4134	TNFRSF19	tumor necrosis factor receptor superfamily, member 19	0	1	0	293	0	1	1
4135	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	2	1	0	293	0	1	1
4136	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	0	1	0	293	0	1	1
4137	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	0	2	0	586	0	1	1
4138	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	0	2	0	586	0	1	1
4139	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	0	1	0	293	0	1	1
4140	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	1	1	0	293	0	1	1
4141	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	0	1	0	293	0	1	1
4142	TNFSF18	tumor necrosis factor (ligand) superfamily, member 18	0	1	0	293	0	1	1
4143	TNIP2	TNFAIP3 interacting protein 2	0	1	0	293	0	1	1
4144	TNK1	tyrosine kinase, non-receptor, 1	3	1	0	293	0	1	1
4145	TNK2	tyrosine kinase, non-receptor, 2	0	7	0	2051	0	1	1
4146	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	2	1	0	293	0	1	1
4147	TNKS1BP1	tankyrase 1 binding protein 1, 182kDa	7	1	0	293	0	1	1
4148	TNKS2	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2	2	5	0	1465	0	1	1
4149	TNMD	tenomodulin	0	1	0	293	0	1	1
4150	TNN	tenascin N	1	1	0	293	0	1	1
4151	TNNI3	troponin I type 3 (cardiac)	1	1	0	293	0	1	1
4152	TNNI3K	TNNI3 interacting kinase	3	6	0	1758	0	1	1
4153	TNPO3	transportin 3	1	2	0	586	0	1	1
4154	TNR	tenascin R (restrictin, janusin)	5	2	0	586	0	1	1
4155	TNS1	tensin 1	2	1	0	293	0	1	1
4156	TNS4	tensin 4	1	2	0	586	0	1	1
4157	TOB1	transducer of ERBB2, 1	1	1	0	293	0	1	1
4158	TOMM40L	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	0	1	0	293	0	1	1
4159	TOP1	topoisomerase (DNA) I	2	2	0	586	0	1	1
4160	TOP2A	topoisomerase (DNA) II alpha 170kDa	1	1	0	293	0	1	1
4161	TOP2B	topoisomerase (DNA) II beta 180kDa	1	9	0	2637	0	1	1
4162	TOP3B	topoisomerase (DNA) III beta	1	1	0	293	0	1	1
4163	TOPBP1	topoisomerase (DNA) II binding protein 1	6	3	0	879	0	1	1
4164	TOR1A	torsin family 1, member A (torsin A)	3	1	0	293	0	1	1
4165	TOR1AIP1	torsin A interacting protein 1	0	1	0	293	0	1	1
4166	TOX	thymocyte selection-associated high mobility group box	0	1	0	293	0	1	1
4167	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1	0	1	0	293	0	1	1
4168	TP53BP1	tumor protein p53 binding protein 1	6	3	0	879	0	1	1
4169	TP53TG5	TP53 target 5	2	1	0	293	0	1	1
4170	TP63	tumor protein p63	2	5	0	1465	0	1	1
4171	TP73	tumor protein p73	1	1	0	293	0	1	1
4172	TPBG	trophoblast glycoprotein	0	1	0	293	0	1	1
4173	TPM4	tropomyosin 4	0	1	0	293	0	1	1
4174	TPO	thyroid peroxidase	2	3	0	879	0	1	1
4175	TPR	translocated promoter region (to activated MET oncogene)	8	5	0	1465	0	1	1
4176	TPX2	TPX2, microtubule-associated, homolog (Xenopus laevis)	2	1	0	293	0	1	1
4177	TRAF2	TNF receptor-associated factor 2	0	1	0	293	0	1	1
4178	TRAF3IP3	TRAF3 interacting protein 3	0	1	0	293	0	1	1
4179	TRAIP	TRAF interacting protein	0	1	0	293	0	1	1
4180	TRAPPC10	trafficking protein particle complex 10	2	1	0	293	0	1	1
4181	TRAPPC3	trafficking protein particle complex 3	0	1	0	293	0	1	1
4182	TREM1	triggering receptor expressed on myeloid cells 1	0	1	0	293	0	1	1
4183	TREML1	triggering receptor expressed on myeloid cells-like 1	1	1	0	293	0	1	1
4184	TREML2	triggering receptor expressed on myeloid cells-like 2	0	1	0	293	0	1	1
4185	TRERF1	transcriptional regulating factor 1	0	1	0	293	0	1	1
4186	TRIB1	tribbles homolog 1 (Drosophila)	0	1	0	293	0	1	1
4187	TRIB3	tribbles homolog 3 (Drosophila)	1	1	0	293	0	1	1
4188	TRIM14	tripartite motif-containing 14	0	1	0	293	0	1	1
4189	TRIM16	tripartite motif-containing 16	2	1	0	293	0	1	1
4190	TRIM2	tripartite motif-containing 2	1	1	0	293	0	1	1
4191	TRIM24	tripartite motif-containing 24	4	1	0	293	0	1	1
4192	TRIM25	tripartite motif-containing 25	2	2	0	586	0	1	1
4193	TRIM29	tripartite motif-containing 29	1	2	0	586	0	1	1
4194	TRIM3	tripartite motif-containing 3	1	3	0	879	0	1	1
4195	TRIM32	tripartite motif-containing 32	1	1	0	293	0	1	1
4196	TRIM33	tripartite motif-containing 33	2	7	0	2051	0	1	1
4197	TRIM36	tripartite motif-containing 36	1	10	0	2930	0	1	1
4198	TRIM37	tripartite motif-containing 37	3	1	0	293	0	1	1
4199	TRIM4	tripartite motif-containing 4	0	1	0	293	0	1	1
4200	TRIM42	tripartite motif-containing 42	0	5	0	1465	0	1	1
4201	TRIM45	tripartite motif-containing 45	1	1	0	293	0	1	1
4202	TRIM56	tripartite motif-containing 56	0	3	0	879	0	1	1
4203	TRIM58	tripartite motif-containing 58	0	2	0	586	0	1	1
4204	TRIM60	tripartite motif-containing 60	0	1	0	293	0	1	1
4205	TRIM63	tripartite motif-containing 63	1	1	0	293	0	1	1
4206	TRIM67	tripartite motif-containing 67	1	2	0	586	0	1	1
4207	TRIM7	tripartite motif-containing 7	0	1	0	293	0	1	1
4208	TRIM9	tripartite motif-containing 9	2	2	0	586	0	1	1
4209	TRIML1	tripartite motif family-like 1	1	1	0	293	0	1	1
4210	TRIML2	tripartite motif family-like 2	0	1	0	293	0	1	1
4211	TRIO	triple functional domain (PTPRF interacting)	5	10	0	2930	0	1	1
4212	TRIP11	thyroid hormone receptor interactor 11	3	4	0	1172	0	1	1
4213	TRIP4	thyroid hormone receptor interactor 4	1	1	0	293	0	1	1
4214	TRIP6	thyroid hormone receptor interactor 6	0	2	0	586	0	1	1
4215	TRMT12	tRNA methyltransferase 12 homolog (S. cerevisiae)	0	1	0	293	0	1	1
4216	TRMT2A	tRNA methyltransferase 2 homolog A (S. cerevisiae)	0	1	0	293	0	1	1
4217	TRMT5	TRM5 tRNA methyltransferase 5 homolog (S. cerevisiae)	0	2	0	586	0	1	1
4218	TRPA1	transient receptor potential cation channel, subfamily A, member 1	1	2	0	586	0	1	1
4219	TRPC4	transient receptor potential cation channel, subfamily C, member 4	2	1	0	293	0	1	1
4220	TRPC5	transient receptor potential cation channel, subfamily C, member 5	0	1	0	293	0	1	1
4221	TRPM1	transient receptor potential cation channel, subfamily M, member 1	4	1	0	293	0	1	1
4222	TRPM3	transient receptor potential cation channel, subfamily M, member 3	1	2	0	586	0	1	1
4223	TRPM5	transient receptor potential cation channel, subfamily M, member 5	0	1	0	293	0	1	1
4224	TRPM6	transient receptor potential cation channel, subfamily M, member 6	5	3	0	879	0	1	1
4225	TRPM7	transient receptor potential cation channel, subfamily M, member 7	4	4	0	1172	0	1	1
4226	TRPS1	trichorhinophalangeal syndrome I	2	2	0	586	0	1	1
4227	TRPV5	transient receptor potential cation channel, subfamily V, member 5	0	2	0	586	0	1	1
4228	TRRAP	transformation/transcription domain-associated protein	5	14	0	4102	0	1	1
4229	TSC1	tuberous sclerosis 1	4	6	0	1758	0	1	1
4230	TSC2	tuberous sclerosis 2	2	7	0	2051	0	1	1
4231	TSC22D4	TSC22 domain family, member 4	1	1	0	293	0	1	1
4232	TSEN2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)	2	1	0	293	0	1	1
4233	TSGA10	testis specific, 10	2	1	0	293	0	1	1
4234	TSHR	thyroid stimulating hormone receptor	0	41	0	12013	0	1	1
4235	TSHZ3	teashirt zinc finger homeobox 3	4	1	0	293	0	1	1
4236	TSKS	testis-specific serine kinase substrate	1	1	0	293	0	1	1
4237	TSN	translin	0	1	0	293	0	1	1
4238	TSPAN4	tetraspanin 4	0	1	0	293	0	1	1
4239	TSPAN8	tetraspanin 8	0	2	0	586	0	1	1
4240	TTBK1	tau tubulin kinase 1	2	2	0	586	0	1	1
4241	TTBK2	tau tubulin kinase 2	2	1	0	293	0	1	1
4242	TTC13	tetratricopeptide repeat domain 13	1	1	0	293	0	1	1
4243	TTC15	tetratricopeptide repeat domain 15	1	1	0	293	0	1	1
4244	TTC18	tetratricopeptide repeat domain 18	2	1	0	293	0	1	1
4245	TTC27	tetratricopeptide repeat domain 27	0	1	0	293	0	1	1
4246	TTC3	tetratricopeptide repeat domain 3	5	1	0	293	0	1	1
4247	TTC35	tetratricopeptide repeat domain 35	0	1	0	293	0	1	1
4248	TTC39A	tetratricopeptide repeat domain 39A	0	1	0	293	0	1	1
4249	TTK	TTK protein kinase	1	2	0	586	0	1	1
4250	TTLL10	tubulin tyrosine ligase-like family, member 10	0	1	0	293	0	1	1
4251	TTLL12	tubulin tyrosine ligase-like family, member 12	0	1	0	293	0	1	1
4252	TTLL2	tubulin tyrosine ligase-like family, member 2	0	1	0	293	0	1	1
4253	TTLL3	tubulin tyrosine ligase-like family, member 3	0	2	0	586	0	1	1
4254	TTLL5	tubulin tyrosine ligase-like family, member 5	0	1	0	293	0	1	1
4255	TTPAL	tocopherol (alpha) transfer protein-like	0	1	0	293	0	1	1
4256	TUBB2B	tubulin, beta 2B	2	1	0	293	0	1	1
4257	TUBGCP3	tubulin, gamma complex associated protein 3	1	1	0	293	0	1	1
4258	TUBGCP6	tubulin, gamma complex associated protein 6	3	2	0	586	0	1	1
4259	TUSC3	tumor suppressor candidate 3	1	1	0	293	0	1	1
4260	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	1	1	0	293	0	1	1
4261	TWF1	twinfilin, actin-binding protein, homolog 1 (Drosophila)	0	1	0	293	0	1	1
4262	TWF2	twinfilin, actin-binding protein, homolog 2 (Drosophila)	1	3	0	879	0	1	1
4263	TXNDC15	thioredoxin domain containing 15	1	1	0	293	0	1	1
4264	TXNDC3	thioredoxin domain containing 3 (spermatozoa)	0	2	0	586	0	1	1
4265	TYK2	tyrosine kinase 2	3	4	0	1172	0	1	1
4266	TYRO3	TYRO3 protein tyrosine kinase	0	3	0	879	0	1	1
4267	TYRP1	tyrosinase-related protein 1	1	1	0	293	0	1	1
4268	UBA5	ubiquitin-like modifier activating enzyme 5	3	1	0	293	0	1	1
4269	UBAP2L	ubiquitin associated protein 2-like	1	1	0	293	0	1	1
4270	UBE2G2	ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)	0	1	0	293	0	1	1
4271	UBE2I	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	0	1	0	293	0	1	1
4272	UBE2O	ubiquitin-conjugating enzyme E2O	0	3	0	879	0	1	1
4273	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	1	1	0	293	0	1	1
4274	UBE4B	ubiquitination factor E4B (UFD2 homolog, yeast)	6	2	0	586	0	1	1
4275	UBOX5	U-box domain containing 5	2	1	0	293	0	1	1
4276	UBP1	upstream binding protein 1 (LBP-1a)	0	2	0	586	0	1	1
4277	UBQLN2	ubiquilin 2	0	1	0	293	0	1	1
4278	UBR1	ubiquitin protein ligase E3 component n-recognin 1	7	1	0	293	0	1	1
4279	UBR4	ubiquitin protein ligase E3 component n-recognin 4	7	10	0	2930	0	1	1
4280	UBR5	ubiquitin protein ligase E3 component n-recognin 5	3	6	0	1758	0	1	1
4281	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)	0	1	0	293	0	1	1
4282	UGDH	UDP-glucose dehydrogenase	0	1	0	293	0	1	1
4283	UGT1A9	UDP glucuronosyltransferase 1 family, polypeptide A9	1	1	0	293	0	1	1
4284	UGT3A2	UDP glycosyltransferase 3 family, polypeptide A2	1	1	0	293	0	1	1
4285	UHRF2	ubiquitin-like, containing PHD and RING finger domains, 2	3	2	0	586	0	1	1
4286	UIMC1	ubiquitin interaction motif containing 1	1	1	0	293	0	1	1
4287	ULK1	unc-51-like kinase 1 (C. elegans)	1	3	0	879	0	1	1
4288	ULK2	unc-51-like kinase 2 (C. elegans)	1	4	0	1172	0	1	1
4289	UNC13B	unc-13 homolog B (C. elegans)	4	1	0	293	0	1	1
4290	UNC45B	unc-45 homolog B (C. elegans)	3	2	0	586	0	1	1
4291	UNC5B	unc-5 homolog B (C. elegans)	1	1	0	293	0	1	1
4292	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	5	2	0	586	0	1	1
4293	UPK3B	uroplakin 3B	1	1	0	293	0	1	1
4294	UQCC	ubiquinol-cytochrome c reductase complex chaperone, CBP3 homolog (yeast)	0	1	0	293	0	1	1
4295	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	0	1	0	293	0	1	1
4296	UQCRC2	ubiquinol-cytochrome c reductase core protein II	0	2	0	586	0	1	1
4297	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)	4	2	0	586	0	1	1
4298	USF1	upstream transcription factor 1	0	1	0	293	0	1	1
4299	USH1G	Usher syndrome 1G (autosomal recessive)	1	1	0	293	0	1	1
4300	USH2A	Usher syndrome 2A (autosomal recessive, mild)	11	1	0	293	0	1	1
4301	USP11	ubiquitin specific peptidase 11	0	1	0	293	0	1	1
4302	USP16	ubiquitin specific peptidase 16	2	1	0	293	0	1	1
4303	USP2	ubiquitin specific peptidase 2	2	1	0	293	0	1	1
4304	USP24	ubiquitin specific peptidase 24	4	4	0	1172	0	1	1
4305	USP26	ubiquitin specific peptidase 26	2	3	0	879	0	1	1
4306	USP28	ubiquitin specific peptidase 28	1	1	0	293	0	1	1
4307	USP31	ubiquitin specific peptidase 31	1	1	0	293	0	1	1
4308	USP35	ubiquitin specific peptidase 35	1	1	0	293	0	1	1
4309	USP37	ubiquitin specific peptidase 37	4	1	0	293	0	1	1
4310	USP38	ubiquitin specific peptidase 38	0	1	0	293	0	1	1
4311	USP42	ubiquitin specific peptidase 42	2	1	0	293	0	1	1
4312	USP43	ubiquitin specific peptidase 43	0	1	0	293	0	1	1
4313	USP44	ubiquitin specific peptidase 44	1	1	0	293	0	1	1
4314	USP47	ubiquitin specific peptidase 47	2	1	0	293	0	1	1
4315	USP53	ubiquitin specific peptidase 53	0	2	0	586	0	1	1
4316	USP54	ubiquitin specific peptidase 54	1	2	0	586	0	1	1
4317	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	1	1	0	293	0	1	1
4318	USP8	ubiquitin specific peptidase 8	1	1	0	293	0	1	1
4319	UTP20	UTP20, small subunit (SSU) processome component, homolog (yeast)	1	2	0	586	0	1	1
4320	UTS2R	urotensin 2 receptor	0	1	0	293	0	1	1
4321	UVRAG	UV radiation resistance associated gene	0	3	0	879	0	1	1
4322	VAC14	Vac14 homolog (S. cerevisiae)	3	1	0	293	0	1	1
4323	VANGL1	vang-like 1 (van gogh, Drosophila)	2	1	0	293	0	1	1
4324	VAPB	VAMP (vesicle-associated membrane protein)-associated protein B and C	1	1	0	293	0	1	1
4325	VAT1L	vesicle amine transport protein 1 homolog (T. californica)-like	0	1	0	293	0	1	1
4326	VAV1	vav 1 guanine nucleotide exchange factor	2	4	0	1172	0	1	1
4327	VAV2	vav 2 guanine nucleotide exchange factor	3	3	0	879	0	1	1
4328	VAV3	vav 3 guanine nucleotide exchange factor	2	3	0	879	0	1	1
4329	VCAM1	vascular cell adhesion molecule 1	2	1	0	293	0	1	1
4330	VCAN	versican	3	5	0	1465	0	1	1
4331	VCL	vinculin	1	1	0	293	0	1	1
4332	VCPIP1	valosin containing protein (p97)/p47 complex interacting protein 1	2	3	0	879	0	1	1
4333	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	1	1	0	293	0	1	1
4334	VEGFC	vascular endothelial growth factor C	0	2	0	586	0	1	1
4335	VEPH1	ventricular zone expressed PH domain homolog 1 (zebrafish)	2	4	0	1172	0	1	1
4336	VIM	vimentin	1	2	0	586	0	1	1
4337	VIPAR	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	2	1	0	293	0	1	1
4338	VIPR2	vasoactive intestinal peptide receptor 2	1	2	0	586	0	1	1
4339	VLDLR	very low density lipoprotein receptor	3	1	0	293	0	1	1
4340	VPRBP	Vpr (HIV-1) binding protein	0	1	0	293	0	1	1
4341	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0	2	0	586	0	1	1
4342	VPS13B	vacuolar protein sorting 13 homolog B (yeast)	8	9	0	2637	0	1	1
4343	VPS18	vacuolar protein sorting 18 homolog (S. cerevisiae)	2	1	0	293	0	1	1
4344	VPS24	vacuolar protein sorting 24 homolog (S. cerevisiae)	0	1	0	293	0	1	1
4345	VPS45	vacuolar protein sorting 45 homolog (S. cerevisiae)	0	1	0	293	0	1	1
4346	VPS72	vacuolar protein sorting 72 homolog (S. cerevisiae)	0	1	0	293	0	1	1
4347	VSIG2	V-set and immunoglobulin domain containing 2	3	7	0	2051	0	1	1
