rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_ks	p_cons	p_joint	p	q
13319	KCNU1	potassium channel, subfamily U, member 1	995837	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13320	KCTD1	potassium channel tetramerisation domain containing 1	235865	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13321	KCTD11	potassium channel tetramerisation domain containing 11	205940	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13322	KCTD12	potassium channel tetramerisation domain containing 12	161609	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13323	KCTD13	potassium channel tetramerisation domain containing 13	287716	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13324	KCTD15	potassium channel tetramerisation domain containing 15	160671	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13325	KCTD16	potassium channel tetramerisation domain containing 16	379435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13326	KCTD17	potassium channel tetramerisation domain containing 17	162859	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13327	KCTD19	potassium channel tetramerisation domain containing 19	833213	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13328	KCTD2	potassium channel tetramerisation domain containing 2	183415	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13329	KCTD21	potassium channel tetramerisation domain containing 21	230565	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13330	KCTD3	potassium channel tetramerisation domain containing 3	712869	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13331	KCTD4	potassium channel tetramerisation domain containing 4	229712	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13332	KCTD5	potassium channel tetramerisation domain containing 5	171568	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13333	KCTD6	potassium channel tetramerisation domain containing 6	210805	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13334	KCTD9	potassium channel tetramerisation domain containing 9	356857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13335	KDELC1	KDEL (Lys-Asp-Glu-Leu) containing 1	453850	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13336	KDELC2	KDEL (Lys-Asp-Glu-Leu) containing 2	395550	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13337	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	153335	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13338	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	241942	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13339	KDM1A	lysine (K)-specific demethylase 1A	711959	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13340	KDM1B	lysine (K)-specific demethylase 1B	538240	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13341	KDM2B	lysine (K)-specific demethylase 2B	1193210	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13342	KDSR	3-ketodihydrosphingosine reductase	299937	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13343	KERA	keratocan	312629	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13344	KHDC1	KH homology domain containing 1	148551	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13345	KHDC1L	KH homology domain containing 1-like	54472	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13346	KHDRBS3	KH domain containing, RNA binding, signal transduction associated 3	294471	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13347	KHSRP	KH-type splicing regulatory protein	439407	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13348	KIAA0090	KIAA0090	900342	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13349	KIAA0101	KIAA0101	110449	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13350	KIAA0141	KIAA0141	466951	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13351	KIAA0182	KIAA0182	953442	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13352	KIAA0226	KIAA0226	858458	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13353	KIAA0284	KIAA0284	608958	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13354	KIAA0391	KIAA0391	521298	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13355	KIAA0408	KIAA0408	616765	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13356	KIAA0494	KIAA0494	448842	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13357	KIAA0495		159842	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13358	KIAA0753	KIAA0753	842954	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13359	KIAA0776	KIAA0776	719362	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13360	KIAA0831	KIAA0831	418013	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13361	KIAA1143	KIAA1143	139739	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13362	KIAA1161	KIAA1161	492247	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13363	KIAA1211	KIAA1211	833599	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13364	KIAA1257	KIAA1257	365124	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13365	KIAA1274	KIAA1274	736997	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13366	KIAA1310	KIAA1310	581173	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13367	KIAA1324	KIAA1324	903025	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13368	KIAA1328	KIAA1328	449941	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13369	KIAA1377	KIAA1377	995606	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13370	KIAA1407	KIAA1407	843381	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13371	KIAA1539	KIAA1539	423591	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13372	KIAA1609	KIAA1609	409905	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13373	KIAA1632	KIAA1632	2313404	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13374	KIAA1644	KIAA1644	180488	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13375	KIAA1712	KIAA1712	355000	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13376	KIAA1715	KIAA1715	390791	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13377	KIAA1737	KIAA1737	355116	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13378	KIAA1804		693175	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13379	KIAA1826	KIAA1826	306478	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13380	KIAA1919	KIAA1919	457413	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13381	KIAA1949	KIAA1949	507337	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13382	KIAA1958	KIAA1958	631282	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13383	KIAA2013	KIAA2013	389614	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13384	KIAA2026	KIAA2026	1781206	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13385	KIF23	kinesin family member 23	867578	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13386	KIF24	kinesin family member 24	1185740	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13387	KIF25	kinesin family member 25	293000	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13388	KIF26A	kinesin family member 26A	472589	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13389	KIF2C	kinesin family member 2C	662762	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13390	KIF3C	kinesin family member 3C	707290	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13391	KIF5A	kinesin family member 5A	937290	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13392	KIF6	kinesin family member 6	727226	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13393	KIF7	kinesin family member 7	672125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13394	KIF9	kinesin family member 9	718707	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13395	KIFAP3	kinesin-associated protein 3	720393	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13396	KIFC3	kinesin family member C3	618132	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13397	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	269701	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13398	KIR2DL3	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	258875	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13399	KIR2DL4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	183891	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13400	KIR2DS4	killer cell immunoglobulin-like receptor, two domains, short cytoplasmic tail, 4	218732	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13401	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	276218	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13402	KIRREL2	kin of IRRE like 2 (Drosophila)	599717	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13403	KIRREL3	kin of IRRE like 3 (Drosophila)	516146	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13404	KISS1	KiSS-1 metastasis-suppressor	89074	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13405	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	883324	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13406	KLC4	kinesin light chain 4	591984	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13407	KLF1	Kruppel-like factor 1 (erythroid)	164407	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13408	KLF13	Kruppel-like factor 13	81864	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13409	KLF14	Kruppel-like factor 14	114067	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13410	KLF15	Kruppel-like factor 15	275236	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13411	KLF16	Kruppel-like factor 16	54037	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13412	KLF4	Kruppel-like factor 4 (gut)	283345	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13413	KLF5	Kruppel-like factor 5 (intestinal)	329625	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13414	KLF6	Kruppel-like factor 6	254294	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13415	KLF7	Kruppel-like factor 7 (ubiquitous)	271025	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13416	KLHDC2	kelch domain containing 2	354845	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13417	KLHDC3	kelch domain containing 3	348377	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13418	KLHDC4	kelch domain containing 4	437597	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13419	KLHDC7A	kelch domain containing 7A	678224	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13420	KLHDC8A	kelch domain containing 8A	313811	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13421	KLHDC9	kelch domain containing 9	251360	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13422	KLHL11	kelch-like 11 (Drosophila)	605958	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13423	KLHL12	kelch-like 12 (Drosophila)	483967	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13424	KLHL13	kelch-like 13 (Drosophila)	584828	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13425	KLHL14	kelch-like 14 (Drosophila)	560615	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13426	KLHL18	kelch-like 18 (Drosophila)	491190	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13427	KLHL20	kelch-like 20 (Drosophila)	549070	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13428	KLHL22	kelch-like 22 (Drosophila)	561172	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13429	KLHL23	kelch-like 23 (Drosophila)	494877	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13430	KLHL28	kelch-like 28 (Drosophila)	507476	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13431	KLHL30	kelch-like 30 (Drosophila)	302083	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13432	KLHL35	kelch-like 35 (Drosophila)	207188	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13433	KLHL6	kelch-like 6 (Drosophila)	554885	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13434	KLHL8	kelch-like 8 (Drosophila)	555678	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13435	KLHL9	kelch-like 9 (Drosophila)	544394	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13436	KLK1	kallikrein 1	237007	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13437	KLK11	kallikrein-related peptidase 11	251216	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13438	KLK12	kallikrein-related peptidase 12	205885	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13439	KLK15	kallikrein-related peptidase 15	217565	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13440	KLK2	kallikrein-related peptidase 2	245836	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13441	KLK7	kallikrein-related peptidase 7	202129	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13442	KLK8	kallikrein-related peptidase 8	274144	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13443	KLK9	kallikrein-related peptidase 9	211843	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13444	KLRB1	killer cell lectin-like receptor subfamily B, member 1	205381	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13445	KLRC4	killer cell lectin-like receptor subfamily C, member 4	144449	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13446	KLRF1	killer cell lectin-like receptor subfamily F, member 1	210969	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13447	KLRG2	killer cell lectin-like receptor subfamily G, member 2	185615	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13448	KLRK1	killer cell lectin-like receptor subfamily K, member 1	198773	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13449	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	445653	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13450	KNCN	kinocilin	68546	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13451	KPNA3	karyopherin alpha 3 (importin alpha 4)	478762	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13452	KPNB1	karyopherin (importin) beta 1	789926	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13453	KPTN	kaptin (actin binding protein)	304307	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13454	KRBA1	KRAB-A domain containing 1	667315	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13455	KRCC1	lysine-rich coiled-coil 1	229712	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13456	KREMEN1	kringle containing transmembrane protein 1	399359	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13457	KREMEN2	kringle containing transmembrane protein 2	163571	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13458	KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast)	347498	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13459	KRT10	keratin 10 (epidermolytic hyperkeratosis; keratosis palmaris et plantaris)	451949	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13460	KRT14	keratin 14 (epidermolysis bullosa simplex, Dowling-Meara, Koebner)	339713	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13461	KRT17	keratin 17	389801	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13462	KRT18	keratin 18	334256	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13463	KRT19	keratin 19	343931	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13464	KRT20	keratin 20	382868	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13465	KRT222	keratin 222	267216	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13466	KRT25	keratin 25	405804	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13467	KRT32	keratin 32	401298	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13468	KRT33A	keratin 33A	364001	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13469	KRT33B	keratin 33B	363228	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13470	KRT34	keratin 34	392327	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13471	KRT35	keratin 35	409028	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13472	KRT37	keratin 37	403727	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13473	KRT38	keratin 38	405999	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13474	KRT40	keratin 40	387826	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13475	KRT6A	keratin 6A	507065	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13476	KRT72	keratin 72	391783	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13477	KRT73	keratin 73	486085	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13478	KRT76	keratin 76	513542	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13479	KRT77	keratin 77	490333	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13480	KRT78	keratin 78	458683	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13481	KRT8	keratin 8	427427	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13482	KRT80	keratin 80	380516	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13483	KRT81	keratin 81	218100	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13484	KRT83	keratin 83	399146	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13485	KRT86	keratin 86	294039	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13486	KRTAP1-1	keratin associated protein 1-1	157631	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13487	KRTAP1-5	keratin associated protein 1-5	154815	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13488	KRTAP10-10	keratin associated protein 10-10	221429	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13489	KRTAP10-11	keratin associated protein 10-11	263992	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13490	KRTAP10-12	keratin associated protein 10-12	217406	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13491	KRTAP10-2	keratin associated protein 10-2	226172	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13492	KRTAP10-7	keratin associated protein 10-7	323900	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13493	KRTAP10-8	keratin associated protein 10-8	229712	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13494	KRTAP10-9	keratin associated protein 10-9	258719	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13495	KRTAP11-1	keratin associated protein 11-1	145328	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13496	KRTAP12-2	keratin associated protein 12-2	130259	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13497	KRTAP12-3	keratin associated protein 12-3	86435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13498	KRTAP12-4	keratin associated protein 12-4	96731	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13499	KRTAP13-3	keratin associated protein 13-3	153239	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13500	KRTAP17-1	keratin associated protein 17-1	74175	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13501	KRTAP19-1	keratin associated protein 19-1	80575	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13502	KRTAP19-3	keratin associated protein 19-3	73250	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13503	KRTAP19-4	keratin associated protein 19-4	75594	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13504	KRTAP19-5	keratin associated protein 19-5	65046	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13505	KRTAP19-6	keratin associated protein 19-6	52925	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13506	KRTAP19-7	keratin associated protein 19-7	57135	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
13507	KRTAP19-8	keratin associated protein 19-8	57428	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
