Chromosome Name,HGNC symbol,Gene Start (bp),Gene End (bp)
10,ADRA2A,112836790,112840658
7,POLR2J,102113565,102119354
16,ARL2BP,57279010,57287516
1,DRAXIN,11751786,11785914
9,CORO2A,100883257,100954922
HSCHR6_MHC_MCF,C6orf47,31702358,31704832
11,TMEM218,124966398,124981659
17,PSMD11,30771279,30810336
17,RAB40B,80612849,80656604
11,OMP,76813886,76814377
12,PLCZ1,18836103,18890991
7,IGF2BP3,23349828,23510086
16,PLLP,57290004,57318599
19,ZNF528,52901102,52921665
15,CHRNA5,78857862,78887611
14,C14orf2,104378625,104394606
1,VCAM1,101185298,101204601
X,ATG4A,107334898,107397901
6,KIAA0408,127761488,127780536
1,HCN3,155247374,155259639
16,CCL22,57392684,57400102
16,ABCC1,16043434,16236931
16,CX3CL1,57406370,57418960
HSCHR6_MHC_MCF,GPANK1,31705289,31710343
1,GJB5,35220648,35224113
6,C6orf58,127840600,127912962
7,RASA4B,102122892,102158228
15,CHRNA3,78885394,78913637
1,GJB4,35225342,35229325
19,PTGER1,14583278,14586174
7,,5459477,5462753
11,ARHGAP1,46698630,46722165
7,,5465401,5466032
7,,5465908,5468558
1,GJB3,35246790,35251970
7,,5468362,5469303
16,CCL17,57438679,57449974
9,TBC1D2,100961311,101017915
10,FAM208B,5726801,5805703
7,,5515435,5519442
7,,5525026,5525132
7,MIR589,5535450,5535548
7,,5567734,5567817
5,NHP2,177576461,177580968
7,,5596362,5596876
8,NRG1,31496902,32622548
2,MSGN1,17997763,17998368
HSCHR6_MHC_MCF,,31707013,31738404
7,,5600374,5600686
1,GJA4,35258599,35261348
1,EXTL2,101337943,101361554
10,GPAM,113909624,113975135
15,CHRNB4,78916461,79020096
2,KCNS3,18059114,18542882
19,ZNF534,52932440,52955568
7,RNF216-IT1,5702063,5720092
7,CCDC136,128430811,128462186
1,DLGAP3,35331037,35395186
8,ENPP2,120569326,120685693
4,PDCL2,56422692,56458379
19,GIPC1,14588572,14606944
7,ZNF815P,5862791,5894066
HSCHR6_MHC_MCF,CSNK2B,31709296,31717606
19,ZNF578,52956829,53015407
1,SLC30A7,101361632,101447309
2,RDH14,18735989,18741946
3,UBP1,33429828,33482863
7,GRB10,50657760,50861159
9,GABBR2,101050391,101471479
15,ADAMTS7,79051545,79103773
11,ZNF408,46722368,46727462
17,CNP,40118759,40129749
2,SPC25,169690642,169769881
11,MYO7A,76839310,76926284
4,NMU,56461396,56502865
19,RASGRP4,38899695,38916945
2,G6PC2,169757750,169766505
12,XPOT,64798130,64844907
HSCHR6_MHC_MCF,LY6G5B,31713178,31717606
19,ZNF808,53030905,53067717
11,PKNOX2,125034583,125303285
HSCHR6_MHC_MCF,LY6G5C,31720744,31728100
2,ABCB11,169779448,169887832
19,DOT1L,2164148,2232577
1,PKLR,155259630,155271225
2,CAPN10,241526133,241557122
7,RN7SL556P,5911386,5911681
7,,6043914,6044016
3,CACNA1D,53528683,53847760
7,,6056508,6056642
7,RN7SL851P,6087354,6087651
7,RNU6-218P,6097131,6097235
11,F2,46740730,46761056
16,CIAPIN1,57462081,57481440
7,,6120734,6132716
8,TAF2,120743015,120845103
X,GJB1,70435044,70445366
1,DPH5,101455179,101491644
14,TDRD9,104394799,104519004
9,ANKS6,101493611,101559247
12,,2958397,2966213
2,NT5C1B-RDH14,18736811,18770830
1,,35447134,35497342
7,,6122736,6122805
7,,6214842,6214935
7,,6252269,6252371
7,,6530424,6530729
1,ZMYM6NB,35447136,35450954
4,ZNF518B,10441498,10459034
4,EXOC1,56719782,56771200
17,FN3KRP,80674559,80688204
19,ZNF701,53059075,53090427
12,FOXM1,2966847,2986206
19,PLEKHJ1,2230002,2237703
HSCHR6_MHC_MCF,ABHD16A,31731009,31747477
3,CLCN2,184063973,184079439
9,GALNT12,101569981,101612363
1,AGTRAP,11796141,11814859
4,CLNK,10488019,10686489
6,HLA-DQA2,32709119,32714992
2,NT5C1B,18737050,18770838
14,CPNE6,24540046,24547309
1,,101455761,101457653
X,IDS,148558521,148615470
19,DNAJB1,14625582,14640582
1,S1PR1,101702444,101707074
1,ZMYM6,35449523,35497569
6,HLA-DQB2,32723875,32731311
9,COL15A1,101705461,101833069
3,ABI3BP,100468000,100712359
16,CTU2,88772871,88781794
19,SF3A2,2236520,2248678
6,THEMIS,128029217,128239776
6,HLA-DOB,32780540,32784825
19,ZNF83,53097313,53193749
7,,6618196,6628605
7,ZNF316,6676953,6694242
15,MORF4L1,79102829,79190475
1,FDPS,155278539,155290457
7,,6694495,6696063
7,,6703605,6748532
7,,6731608,6731690
10,TECTB,114043493,114064793
1,OLFM3,102268130,102462586
GL000243.1,,4607,4688
7,PMS2CL,6749759,6793493
4,TIGD2,90033968,90036050
3,NME6,48334754,48343175
GL000243.1,,5755,5838
GL000243.1,,8050,8132
7,FLNC,128470431,128499328
1,C1orf167,11821844,11849642
4,GPRIN3,90157537,90229161
17,CDK5R1,30813637,30818274
7,RBM48,92158087,92167319
7,TRA2A,23544399,23571660
8,DSCC1,120846216,120868250
8,ARFGEF1,68085747,68255912
5,HNRNPAB,177631508,177638164
9,TGFBR1,101866320,101916474
16,ABCC6,16242785,16317379
11,FEZ1,125315646,125366213
22,ATXN10,46067678,46241187
2,DHRS9,169921299,169952677
19,TECR,14627897,14676792
12,RHNO1,2985424,2998626
7,FAM133B,92190107,92219708
4,SNCA,90645250,90759466
1,MTHFR,11845780,11866977
17,MYO1D,30819540,31204195
9,ALG2,101978708,101984238
20,,34220262,34262466
12,CAPZA3,18891045,18892121
12,TULP3,2986389,3050306
X,ZMYM3,70459474,70474996
9,SEC61B,101984346,101992897
19,AMH,2249308,2252072
8,DEPTOR,120885957,121063152
22,WNT7B,46316242,46373009
1,ZMYM1,35525387,35581460
17,DNAJC7,40128451,40173394
11,CKAP5,46764598,46867847
19,JSRP1,2252251,2269758
9,NR4A3,102584137,102629173
20,RBM12,34236847,34252878
3,SPINK8,48348336,48369831
22,C22orf26,46445358,46450024
3,ZNF148,124944405,125094198
11,GDPD4,76927603,77012732
22,,46449749,46509808
7,OR7E39P,6875051,6875425
11,,125365110,125369424
6,EEF1A1,74225473,74233520
7,UNC93B2,6895116,6899461
HSCHR6_MHC_MCF,,31734428,31896594
3,FBXW12,48413709,48442666
1,RUSC1,155290687,155300905
7,OR7E136P,6906289,6907303
16,COQ9,57481337,57495187
19,OAZ1,2269485,2273487
HSCHR6_MHC_MCF,LY6G6D,31750965,31761981
10,ACSL5,114133776,114188138
9,STX17,102668915,102732618
12,TBK1,64845660,64895888
17,,15943505,15943994
6,DDR1,30844198,30867933
4,HS3ST1,11394774,11431389
17,ACADVL,7120444,7128592
12,TEAD4,3068496,3149839
22,PPARA,46546424,46639653
20,NFS1,34255977,34287281
9,ERP44,102741461,102861322
19,NDUFB7,14676890,14682874
17,PIGL,16120505,16252115
7,,6918176,6918263
7,OR7E59P,6919258,6920257
4,RAB28,13362978,13485989
7,,6940055,6940254
7,ALG1L5P,6963435,6970466
7,,6963709,6964144
16,POLR2C,57496299,57505922
2,OSR1,19551246,19558414
HSCHR6_MHC_MCF,LY6G6F,31750946,31754656
8,COL14A1,121072019,121384275
11,PAK1,77032752,77185680
7,FAM86LP,6971315,6979234
7,,7034846,7034949
7,,7106242,7106323
HSCHR6_MHC_MCF,LY6G6E,31756401,31757877
11,EI24,125439112,125454575
17,FN3K,80693451,80709073
3,GPR149,154055461,154147504
19,ZNF611,53206066,53238326
4,NKX3-2,13542454,13546674
7,MIR3683,7106595,7106676
7,,7106998,7107080
7,,7107675,7107757
7,,7107818,7107900
7,,7108454,7108535
7,,7117926,7119373
12,SPRYD3,53458388,53473204
6,,32781544,32806599
2,TTC32,20096404,20101747
HSCHR6_MHC_MCF,C6orf25,31762657,31770773
9,INVS,102861538,103063282
X,COL4A6,107386780,107682727
19,ZNF600,53267448,53290044
10,GDI2,5807186,5884095
19,RYR1,38924339,39078204
4,BOD1L1,13570362,13629347
14,RD3L,104406763,104408645
19,CLEC17A,14693896,14721969
6,TAP2,32789610,32806557
22,CDPF1,46639908,46646576
16,NOMO3,16326352,16388668
15,CTSH,79213400,79241916
19,ZNF28,53300662,53360853
12,ENDOU,48103517,48119350
14,ASPG,104552016,104579098
22,PKDREJ,46651560,46659219
1,COL11A1,103342023,103574052
8,FUT10,33228342,33330940
19,EMR3,14729929,14800839
11,LRP4,46878419,46940193
4,MMRN1,90800683,90875780
6,PTPRK,128289924,128841870
12,IGFBP6,53491220,53496129
22,TTC38,46663858,46689905
3,MME,154741913,154901497
1,SFPQ,35641979,35658749
20,ROMO1,34287194,34288906
3,CLASP2,33537737,33759848
9,TEX10,103064359,103115221
X,,148564074,148615470
12,PLEKHA5,19282648,19529334
2,COX7A2L,42560686,42652228
17,CENPV,16245848,16256970
4,CEP135,56815037,56899529
1,CLCN6,11866207,11903201
19,ZNF468,53341261,53360902
HSCHR6_MHC_MCF,LY6G6C,31762711,31765908
3,PLXNB1,48445261,48471594
4,CCSER1,91048686,92523064
3,SNX4,125165495,125239041
19,C19orf35,2274631,2282181
9,MSANTD3,103189438,103213511
19,ZNF320,53367043,53400946
17,SYNGR2,76164639,76169608
7,,7142204,7142312
7,,7217583,7217955
16,DOK4,57505863,57521239
7,,7294785,7317410
8,CPA6,68334360,68658620
19,LINGO3,2289774,2308156
9,MSANTD3-TMEFF1,103204553,103339918
HSCHR6_MHC_MCF,DDAH2,31771101,31774680
16,PIEZO1,88781751,88851619
19,LSM7,2321516,2328619
9,TMEFF1,103204560,103339918
12,SOAT2,53497302,53518322
9,MURC,103340361,103350188
X,CXorf40A,148621900,148632055
X,NONO,70503042,70521018
7,ATP6V1F,128502880,128505898
22,GTSE1,46692638,46726707
11,,77184416,77188074
19,TMPRSS9,2389769,2426237
9,,103790991,104087417
8,PREX2,68864353,69149265
1,ZMYM4,35734568,35887659
19,ZNF333,14800613,14844558
2,WDR35,20110021,20189892
4,,92240185,92246457
4,,93218402,93225329
16,CDT1,88869621,88875666
7,CCDC126,23636998,23684327
19,TIMM13,2425622,2427892
9,BAAT,104122699,104145801
11,CLNS1A,77225981,77348850
17,TBCD,80709940,80900724
1,ASH1L,155305059,155532598
9,MRPL50,104149915,104160896
11,C11orf49,46958240,47185936
1,RNPC3,104068313,104097861
HSCHR6_MHC_MCF,CLIC1,31774644,31783827
19,LMNB2,2427636,2456994
4,GRID2,93225550,94695707
7,IRF5,128577666,128590089
5,PHYKPL,177635498,177659792
9,ZNF189,104161155,104172942
1,NPPA,11905766,11908402
16,APRT,88875747,88878352
7,FAM221A,23719749,23742868
16,CCDC102A,57546090,57570511
1,NPPB,11917521,11918988
19,GADD45B,2476120,2478257
9,ALDOB,104182860,104198105
1,KIAA2013,11979648,11986485
7,,7333139,7333511
8,MRPL13,121393000,121457642
7,,7589735,7592071
10,ZDHHC16,99205927,99217127
7,,7592093,7606627
19,GNG7,2511217,2702707
11,AQP11,77300436,77321400
20,RBM39,34291531,34330234
7,,7659503,7660174
7,,7775374,7776482
7,,7778165,7782204
16,GPR114,57576333,57625593
7,RPL23AP51,7781722,7782166
1,AMY2B,104096437,104122156
14,NRL,24549316,24584223
7,RNU6-534P,7946150,7946255
7,,7948931,7950080
9,TMEM246,104235453,104295819
X,MAGEA9B,148663309,148669116
7,,7989484,7990340
7,,7997814,8009534
17,UBB,16284112,16286059
X,HSFX2,148674172,148676974
8,TTI2,33330904,33371119
7,COBL,51083909,51384515
16,GALNS,88880142,88923378
2,GPR35,241544848,241570676
16,,16411301,16444447
4,KIAA1211,57036361,57194791
11,STT3A,125461607,125495110
19,,14834747,14835121
8,MTBP,121457640,121554373
2,AQP12B,241615835,241622323
9,RNF20,104296133,104325622
1,AMY2A,104159999,104168402
19,ZNF816,53430388,53466164
14,KIF26A,104605060,104647231
12,RASSF3,65004293,65091347
1,PLOD1,11994262,12035595
19,DIRAS1,2714565,2721416
5,COL23A1,177664619,178017556
19,ZNF321P,53431728,53466076
19,,2717767,2740046
12,ANKS1B,99120235,100378432
7,,8019943,8021859
19,ERVV-1,53517174,53519375
19,ERVV-2,53547991,53554329
7,,8153655,8156191
7,,8194566,8194652
22,TRMU,46726772,46753237
7,,8301863,8302451
X,TMEM185A,148678216,148713568
1,AMY1A,104197912,104207173
2,C2orf27B,132552534,132559234
7,,8301894,8384146
3,OSBPL11,125247702,125313934
19,SLC39A3,2732202,2740150
14,PCK2,24563262,24579807
2,,241624478,241624705
9,GRIN3A,104331635,104500862
2,ANKRD30BL,132905164,133015542
2,AQP12A,241631262,241637900
4,ATOH1,94750042,94751221
19,SGTA,2754712,2783369
9,PPP3R2,104353897,104357283
5,,55753622,55777773
14,NUMB,73741815,73930348
5,,55807394,55902059
19,ZNF160,53569859,53606689
14,PYGL,51324609,51411454
9,CYLC2,105757593,105780770
17,TMEM98,31254928,31272124
4,CPEB2,15004298,15071777
16,NPIPA7,16472912,16487811
4,AASDH,57204456,57253666
5,MAP3K1,56111401,56191979
1,MSTO1,155579979,155718153
19,MAP4K1,39078281,39109522
5,WDR55,140044261,140053709
16,XYLT1,17195626,17564738
11,CHEK1,125495036,125546150
1,AMY1B,104230037,104239302
5,DND1,140050379,140053171
2,GPR39,133174147,133404132
4,SMARCAD1,95128762,95212443
7,,8343371,8380973
7,,8978417,8978999
12,,65090189,65090329
8,MAK16,33342268,33358778
12,CSAD,53551447,53575135
12,TSPAN9,3186521,3395730
11,RSF1,77371041,77532063
15,RASGRF1,79252289,79383115
2,KCNG3,42669157,42721237
7,CDK6,92234235,92465908
8,RNF122,33405273,33424643
17,BRCA1,41196312,41277500
8,,69215703,69243726
16,,88894366,88894545
2,KIF1A,241653181,241759725
2,LRP2,169983619,170219195
19,THOP1,2785458,2813599
19,ZNF415,53611132,53636330
8,DUSP26,33448856,33457624
1,AMY1C,104293028,104301312
17,TK1,76170160,76183314
12,PRMT8,3490515,3703139
7,SAMD9,92728829,92747336
16,TRAPPC2L,88922628,88929094
12,GNS,65107225,65153227
9,SMC2,106856541,106903698
1,PRMT6,107599267,107601916
8,SNTB1,121547985,121825513
4,C1QTNF7,15341442,15447790
7,STK31,23749786,23872132
7,POM121L12,53103349,53104617
8,C8orf34,69242957,69731257
16,NPIPA8,18411799,18441131
11,AAMDC,77532155,77629478
15,ANKRD34C,79575146,79590580
8,HAS2,122624356,122653630
19,EMR2,14843205,14889353
2,LYPD1,133402426,133429152
8,ZHX2,123793633,123986750
7,SAMD9L,92759368,92777682
7,,9123652,9123805
7,VSTM2A,54610018,54638773
15,TMED3,79603404,79704334
7,,9634247,9634353
7,GAPDHP68,9654608,9655615
16,PABPN1L,88928034,88933068
7,,9673900,9675333
2,MTA3,42721709,42984087
7,,9765870,9767915
16,,18451943,18473188
7,,9776951,9809142
17,BHLHA9,1173853,1174754
7,,9890553,9891015
X,MAGEA11,148769894,148798926
7,,10000651,10021444
17,TRPV2,16318856,16340317
17,TUSC5,1182957,1204281
7,,10262424,10262637
5,HARS,140052758,140071609
7,HSPA8P8,10490938,10492153
7,,10516208,10516505
15,KIAA1024,79724858,79764632
7,,10742303,10747033
7,SEC61G,54819943,54827667
7,,10941605,10941701
7,,10980050,10980362
7,,11046026,11046503
7,,11221359,11559802
19,ZNF554,2819872,2835771
15,MTHFS,80125927,80189721
8,UNC5D,35092975,35654068
11,INTS4,77589766,77705724
5,CLK4,178029665,178057616
17,YWHAE,1247566,1303672
9,OR13F1,107266455,107267547
9,OR13C4,107288534,107289490
15,ST20-MTHFS,80137537,80216096
3,ALG1L,125648118,125655882
9,OR13C3,107298030,107299137
8,DERL1,124025404,124054663
15,ST20,80191182,80216044
9,OR13C8,107331449,107332411
14,C14orf144,104710541,104712473
2,MATN3,20191872,20212455
2,NCKAP5,133429374,134326034
1,KIAA0319L,35899091,36023551
9,OR13C5,107360650,107361788
15,C15orf37,80215113,80217194
9,OR13C2,107366924,107367951
15,,80215507,80217194
14,TMEM179,104941015,105071984
12,EFCAB4B,3715799,3873985
9,OR13C9,107379529,107380485
HSCHR6_MHC_MCF,MSH5,31784012,31808922
1,NTNG1,107682629,108026080
15,BCL2A1,80253231,80263788
9,OR13D1,107456660,107457766
X,COL4A5,107683074,107940775
16,CBFA2T3,88941266,89043612
9,NIPSNAP3A,107509969,107522403
11,ARFGAP2,47185848,47198676
X,HSFX1,148855726,148858525
5,ZNF354A,178138593,178157703
7,HEPACAM2,92817899,92855837
3,ROPN1B,125687987,125702297
9,NIPSNAP3B,107526438,107539738
5,SETD9,56205087,56221359
X,MAGEA9,148863584,148869397
17,NKIRAS2,40163400,40177659
X,MAGEA8,149009941,149014609
5,WDR41,76721795,76916436
14,C14orf180,105046021,105056852
16,NOMO2,18511182,18573533
1,MFN2,12040238,12073571
3,CHDH,53846362,53880417
4,HPGDS,95219686,95264027
14,ABHD12B,51338878,51371688
15,ZFAND6,80351910,80430735
6,LAMA2,129204342,129837714
3,IL17RB,53880607,53899827
4,PPAT,57259528,57301781
17,AFMID,76183398,76203782
3,PLCH1,155093369,155462856
9,ABCA1,107543283,107690518
19,EIF3K,39109735,39127595
19,ZNF347,53627325,53662328
17,CRK,1323983,1366456
11,KCTD14,77726761,77757237
11,NDUFC2-KCTD14,77728017,77790911
11,THRSP,77774907,77779397
4,CC2D2A,15471489,15603180
7,TNPO3,128594948,128695198
19,ZNF665,53662466,53696639
2,,133874577,133876625
11,NDUFC2,77779350,77791265
11,ACRV1,125541417,125551018
3,POLR2H,184079506,184086384
7,NPM1P11,11297308,11298162
7,,11446582,11453705
7,,11859943,11860920
2,MGAT5,134877554,135212192
6,PSMB8,32808494,32812480
19,ZNF677,53731577,53758151
14,DCAF11,24583404,24594451
5,ZNF354B,178286954,178315123
19,ZNF555,2841433,2860482
17,SPACA3,31297394,31324895
20,PHF20,34359896,34538303
1,VAV3,108113782,108507766
7,,12510978,12512171
22,CELSR1,46756731,46933067
7,TAS2R2P,12530721,12531630
19,ACTN4,39138289,39222223
7,,12536055,12581536
8,TBC1D31,124054208,124164393
19,ZNF556,2867333,2878515
5,ZFP2,178322895,178360213
10,ZDHHC6,114190058,114206672
2,LAPTM4A,20232411,20251789
11,PACSIN3,47199076,47207994
19,ZNF57,2900896,2918474
2,AGXT,241807896,241819919
11,ALG8,77811982,77850706
5,MIER3,56215429,56267502
10,ANKRD16,5903580,5931869
14,INF2,105155943,105185942
19,ZNF77,2933216,2944969
22,GRAMD4,46971909,47075688
8,,35649365,35653384
16,,89006197,89017932
19,VN1R2,53761545,53765090
6,PSMB9,32811913,32827362
1,NCDN,36023074,36032875
19,VN1R4,53769929,53770972
19,BIRC8,53792856,53794875
2,OXER1,42989642,42991401
7,CCDC132,92861653,92988338
7,EGFR,55086714,55324313
12,TBC1D30,65174589,65274812
19,TLE6,2977444,2995177
19,ZNF845,53837002,53858122
5,ZNF454,178368192,178393434
2,HAAO,42994229,43019733
9,SLC44A1,108006903,108201452
8,SULF1,70378859,70573150
2,TMEM163,135213330,135476570
22,CERK,47080308,47134158
19,ZNF525,53868946,53895470
16,ACSF3,89154783,89222254
7,,12545633,12547104
7,,12609751,12611017
7,,12693804,12694610
5,GRM6,178405328,178423207
7,,12725262,12725658
7,,12740383,12740514
7,RN7SKP228,12916309,12916571
6,TAP1,32812986,32821755
7,RBMX2P4,12962170,12962545
7,,13141016,13743774
X,CXorf40B,149097745,149107029
11,PATE1,125616188,125619762
7,,13378826,13404674
7,,13893980,13898650
15,FAH,80444832,80479288
7,,13911481,13912138
8,KCNU1,36641842,36793646
1,MIIP,12079523,12092102
5,ZNF879,178450753,178462065
11,PATE2,125646008,125648714
11,DDB2,47236493,47260767
11,PATE3,125658006,125661495
17,ASIC2,31340105,32501983
11,PATE4,125703211,125709964
1,SLC25A24,108676658,108743471
16,CDH15,89238175,89261900
2,C2orf54,241825465,241836306
8,ZNF703,37553269,37557537
11,HYLS1,125753509,125770543
19,ZNF765,53893046,53930574
3,PDCD6IP,33839844,33911194
15,,80637195,80695917
7,,14050294,14050388
7,RPL6P21,14110160,14111005
5,ZNF354C,178487416,178510538
7,EEF1A1P26,14230420,14231782
7,,14815031,14815148
7,,14853756,14856190
7,,15025003,15025699
10,VTI1A,114206756,114578503
8,,37592279,37594944
7,,15105832,15108276
7,,15707572,15721605
22,TBC1D22A,47158518,47571336
11,PUS3,125763381,125773116
3,SLC41A3,125725198,125820404
9,FSD1L,108210077,108314714
19,CAPN12,39220827,39260544
19,ZNF813,53970989,54006950
1,TNFRSF8,12123434,12204264
5,ADAMTS2,178537852,178772431
2,SDC1,20400558,20425194
1,NBPF4,108765963,108786689
12,PARP11,3900213,3982608
3,CCDC50,191046866,191116459
15,ARNT2,80696692,80890278
7,,15728003,15735116
7,,15728700,15730479
16,SLC22A31,89262406,89268072
7,RPL36AP26,15741057,15741377
7,,15880922,15881985
11,KCTD21,77882295,77899868
19,TLE2,2997636,3047633
11,DDX25,125773271,125793158
7,NPY,24323782,24331484
4,,57276682,57277131
16,GPR56,57644564,57698944
12,WIF1,65444406,65515346
16,ZNF778,89284118,89295363
2,,241858202,241932728
4,PDLIM5,95373037,95589377
3,CCDC51,48473574,48481866
8,ERLIN2,37594117,37616619
10,FBXO18,5931535,5979556
HSCHR6_MHC_MCF,MSH5-SAPCD1,31784084,31808928
20,SCAND1,34541539,34547394
19,LGALS7,39261611,39264132
11,ACP2,47260853,47270457
7,,16127152,16129275
19,LGALS7B,39279851,39282389
7,,16128696,16129261
7,RPL36AP29,16248570,16248890
7,MPP6,24612887,24733812
7,ISPD-AS1,16250113,16310229
9,FKTN,108320411,108403399
11,USP35,77899858,77925757
4,PAICS,57301907,57327534
HSCHR6_MHC_MCF,SAPCD1,31806876,31808928
17,FAM211A,16344891,16395467
7,,16510809,16510998
1,NBPF6,108918421,109013624
7,,16623407,16626382
17,,32581900,32582306
7,,16633253,16633849
3,,155459933,155461515
20,CNBD2,34556512,34618622
1,TFAP2E,36038971,36060929
17,MYO1C,1367392,1396106
14,TRIM9,51441980,51562779
6,ARHGAP18,129897277,130031370
3,C3orf33,155480401,155524140
1,PSMB2,36067185,36107445
9,TAL2,108424738,108425367
17,ZNF287,16454701,16472520
1,TNFRSF1B,12227060,12269285
10,,13350145,13350447
1,C1orf216,36179476,36185073
17,CCL2,32582304,32584222
9,TMEM38B,108456825,108538893
HSCHR6_MHC_MCF,VWA7,31809667,31821408
16,ANKRD11,89334038,89556969
15,ABHD17C,80972025,81047962
12,CCND2,4382938,4414516
X,ITGB1BP2,70521584,70525221
7,,16735496,16759523
17,ZNF624,16524051,16557170
1,FAM102B,109102711,109187522
3,TMA7,48481667,48485616
16,RPS15A,18792617,18801705
22,,47857048,47882860
7,DFNA5,24737972,24809244
12,ZNF740,53574484,53584596
11,GAB2,77926343,78129394
22,FAM19A5,48885272,49246724
X,MAMLD1,149529689,149682448
7,TSPAN33,128784712,128808671
4,SRP72,57333081,57369839
19,LGALS4,39292311,39304004
22,,48934712,48943199
16,,18799385,18812841
1,HENMT1,109190912,109204148
9,ZNF462,109625378,109775915
1,CLSPN,36185819,36235568
19,OR7A5,14903302,14946188
3,ACTR8,53901093,53916229
16,ARL6IP1,18802991,18813000
3,ATRIP,48488114,48507115
19,OR7C1,14909958,14911023
X,MTM1,149737069,149841795
19,OR7A10,14951760,14952689
17,ZNF385C,40177594,40217383
HSCHR6_MHC_MCF,VARS,31821595,31840030
19,OR7A17,14991138,14992264
4,FBXL5,15606162,15683302
19,OR7C2,15052301,15053260
5,RUFY1,178977559,179037027
19,ZNF331,54024235,54083523
20,EPB41L1,34679426,34820721
1,YY1AP1,155629237,155658791
X,,107965300,107975917
12,ITGB7,53585102,53601091
9,,109685630,109686455
2,PUM2,20448452,20551995
19,ECH1,39306062,39322645
X,IRS4,107975712,107979651
19,SLC1A6,15060846,15133802
14,HEATR4,73945189,74025651
X,GUCY2F,108616135,108725301
10,TCF7L2,114710009,114927437
1,PRPF38B,109234945,109244425
9,RAD23B,110045418,110094475
10,MMS19,99218081,99258551
8,FAM83A,124191200,124222314
12,C12orf5,4430371,4462338
10,SEPHS1,13359424,13390297
14,ACOT1,74003818,74010498
16,,89334512,89339452
19,CCDC105,15121556,15134081
22,C22orf34,49808176,50051190
X,NXT2,108779010,108787919
14,TMX1,51706880,51722759
3,,53918437,53926015
19,CASP14,15160195,15169104
19,OR1I1,15197791,15199032
X,KCNE1L,108866929,108868393
12,FGF23,4477393,4488894
7,,16889581,16890349
7,RAD17P1,16903891,16905932
7,,16928245,16928509
7,,16977849,16978181
12,FGF6,4537321,4554780
7,,17072713,17073102
8,PROSC,37620111,37637283
19,SYDE1,15218214,15225799
16,SPG7,89557325,89624176
7,,17319458,17338981
